Sigma,Gamma_Overlap,KMeans_ARI,KMeans_NMI,KC_ARI,KC_NMI,MST_ARI,MST_NMI,Naive_ARI,Naive_NMI,MFC_Approx_ARI,MFC_Approx_NMI,MFC_Optimal_ARI,MFC_Optimal_NMI,MFC_Simple_ARI,MFC_Simple_NMI
0.1,1.1911132285850738,0.6384602346606394,0.8001492435694568,0.40507706255336096,0.7143715488562382,0.5146761873423592,0.5927426609155855,0.0005715391139430184,0.07120799037407688,0.5058895751655589,0.588511652489908,0.5152475169203682,0.585476902726554,0.5058895751655589,0.588511652489908
0.3,1.2522694015340952,0.5623091292322633,0.7632593272144835,0.2952304382786716,0.6213632576686925,0.4261079628418651,0.5509149116243706,0.00038387136255879384,0.10074292363379156,0.4295822626421288,0.566577497445244,0.4284400518750625,0.5421115644947921,0.41691643278901747,0.5714195374222578
0.5,1.2379248367904068,0.5097936144650665,0.7009976439836207,0.24018357435318333,0.6046115827962681,0.3991336237601334,0.5380007072821796,0.00039145676343864795,0.08893661538991508,0.38678529449090876,0.5446333162928257,0.40089591986238593,0.532699389665591,0.37118787681414195,0.5470099052048251
0.7,1.2361438726817033,0.48968288431833973,0.6885279442655491,0.21134807485419738,0.5631227006777414,0.3326432907066082,0.5024841876094134,0.0002990767610211059,0.07042502237327776,0.30010389079810684,0.5054972045364516,0.3380666805117562,0.5092263867483796,0.2891637719638526,0.5038295960729641
0.9,1.3112841085710163,0.408124331049984,0.6394529159743054,0.18586612132992816,0.511904167677384,0.22007196693428924,0.4729491328431043,0.0005186490989110911,0.08533403634988622,0.19068803700871134,0.47392678335856026,0.2019432598356007,0.46242285464071115,0.19735214256018813,0.4823031218626291
1.1,1.2969720658999018,0.39193911477327065,0.6045695221960049,0.15035082251138365,0.4778985717788863,0.11430895856188546,0.43049450493935865,0.0006172655985431266,0.06531175651705441,0.166691015136724,0.4732407848208531,0.1654761148322167,0.45587058615472914,0.16341222692315646,0.46114782991157005
1.3,1.5039442797775722,0.31175204545118346,0.5566382249433718,0.18730223355699882,0.43465759316567615,0.09829034823124821,0.4254637561832216,0.00023400496276194344,0.06804584995411384,0.1517294168348969,0.4451000123985641,0.14111181592595096,0.44326648521810236,0.18724942339340106,0.4348548922435509
1.5,1.6562435826756476,0.28941917478020174,0.5297019036429566,0.1539782121191732,0.39690528106838335,0.06422493296346918,0.4266396387140915,0.000413075272922788,0.09054147703646108,0.1561987611577052,0.4322140623609527,0.09087130276836153,0.4295600513580891,0.1538275085507515,0.3974195855375038
1.7,1.5008949390510802,0.289282310721563,0.5082364068791323,0.13683527763729778,0.3845862182463523,0.04475177821203396,0.4258348340226571,0.0005140378385471712,0.1215050892721504,0.12497962352877295,0.4245537988917394,0.09653590917772113,0.4241707271300986,0.14270181267654808,0.3754366658783117
1.9,1.295514662259714,0.25050913895025345,0.48219781080297835,0.11387333903276123,0.3834858491995972,0.02825920425533233,0.39480638669235785,0.00046282772583051344,0.11238958001322585,0.11684412382033309,0.4210922627195965,0.06583913377559043,0.42082008677270866,0.13509106030234588,0.4139249143564465
